,braid,free_part,torsion_part,total_num_FP,total_num_TP,total_num_FP_per_row,total_num_FP_per_column
4155,"[2, 2, -3, -3, -1, -1, -2, -1, -3]","{(-15, -6): 1, (-13, -5): 1, (-11, -5): 1, (-11, -4): 1, (-9, -4): 1, (-9, -3): 2, (-7, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 2}","{(-13, -5): {2: 1}, (-11, -4): {2: 1}, (-9, -3): {2: 1}, (-7, -2): {2: 2}, (-5, -1): {2: 1}, (-3, 0): {2: 1}}",16,7,"{-15: 1, -13: 1, -11: 2, -9: 3, -7: 2, -5: 3, -3: 2, -1: 2}","{-6: 1, -5: 2, -4: 2, -3: 3, -2: 3, -1: 2, 0: 3}"
4156,"[3, -1, -1, -1, 2, 1, -3, -2, -2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
4157,"[1, -1, -1, -1, -1, -2, 3, 1, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4158,"[-2, 2, -1, -1, 2, 1, 3, -3, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
4159,"[2, 1, 2, -1, -2, -3, 1, 3, 2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
4160,"[-2, 3, 3, 2, 2, 1, -1, 2, -3]","{(2, 0): 1, (4, 0): 1, (6, 2): 1, (10, 3): 1, (10, 4): 1, (12, 4): 1}","{(8, 3): {2: 1}}",6,1,"{2: 1, 4: 1, 6: 1, 10: 2, 12: 1}","{0: 2, 2: 1, 3: 1, 4: 2}"
4161,"[2, 1, 1, -2, -1, -2, 2, -1, 1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}"
4162,"[2, 1, -2, 2, -1, 2, -1, -2, 1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}"
4163,"[1, 3, 3, -1, 1, -2, -1, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4164,"[-1, 2, 1, 1, -1, -2, 2, -1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4165,"[-2, -1, 3, 2, -1, 3, -1, 3, 2]","{(-7, -3): 1, (-3, -2): 1, (-3, -1): 1, (-1, 0): 2, (1, 0): 2, (3, 1): 1, (3, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (5, 3): {2: 1}}",10,4,"{-7: 1, -3: 2, -1: 2, 1: 2, 3: 2, 7: 1}","{-3: 1, -2: 1, -1: 1, 0: 4, 1: 1, 2: 1, 3: 1}"
4166,"[-2, 2, -2, -3, -3, 2, 1, 2, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4167,"[-3, 1, -3, -3, 2, -3, 3, 2, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4168,"[3, 2, 1, -1, -2, -3, 3, -2, -3]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0,"{-2: 1, 0: 2, 2: 1}",{0: 4}
4169,"[3, -2, -3, 3, -3, 1, -2, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4170,"[-1, -1, -1, 3, 2, -2, 3, -1, -2]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, 0): 1, (-1, 0): 2, (1, 2): 1, (3, 2): 1}","{(-7, -2): {2: 1}, (-3, 0): {2: 1}}",12,2,"{-11: 1, -9: 2, -7: 1, -5: 3, -3: 1, -1: 2, 1: 1, 3: 1}","{-4: 2, -3: 1, -2: 3, -1: 1, 0: 3, 2: 2}"
4171,"[-2, 3, -2, 1, -3, -2, -1, 3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4172,"[-3, 2, -3, 1, -1, -3, -1, -2, -2]","{(-13, -5): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 1}","{(-11, -4): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}}",8,3,"{-13: 1, -9: 2, -7: 1, -5: 1, -3: 2, -1: 1}","{-5: 1, -4: 1, -3: 1, -2: 2, -1: 1, 0: 2}"
4173,"[-2, -3, 3, -1, 3, -1, -2, 3, 1]","{(-9, -4): 1, (-5, -3): 1, (-5, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 2, (1, 1): 1, (5, 2): 1}","{(-7, -3): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (3, 2): {2: 1}}",10,4,"{-9: 1, -5: 2, -3: 1, -1: 2, 1: 3, 5: 1}","{-4: 1, -3: 1, -2: 1, -1: 2, 0: 3, 1: 1, 2: 1}"
4174,"[3, -3, 2, 2, 3, 3, -3, 2, 3]","{(2, 0): 1, (4, 0): 1, (6, 2): 1, (10, 3): 1, (10, 4): 1, (12, 4): 1}","{(8, 3): {2: 1}}",6,1,"{2: 1, 4: 1, 6: 1, 10: 2, 12: 1}","{0: 2, 2: 1, 3: 1, 4: 2}"
4175,"[-2, 2, 2, 1, -1, 3, -1, -1, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
4176,"[2, 1, -2, -2, -1, -3, 3, 2, 1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}"
4177,"[1, -3, 3, -2, -2, -2, 2, -3, 3]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
4178,"[-2, 1, 2, 3, -2, 3, -3, -1, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4179,"[-1, -2, -2, 2, -3, -1, -2, 1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4180,"[-3, -2, -2, -3, -2, 3, -3, -2, 2]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1,"{-12: 1, -10: 2, -6: 1, -4: 1, -2: 1}","{-4: 2, -3: 1, -2: 1, 0: 2}"
4181,"[-3, -2, -2, 1, -3, -2, 3, 1, 1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6,"{-7: 1, -5: 1, -3: 2, -1: 3, 1: 3, 3: 2, 5: 1, 7: 1}","{-3: 1, -2: 2, -1: 2, 0: 4, 1: 2, 2: 2, 3: 1}"
4182,"[1, 1, 1, 3, 2, -2, -2, 1, 3]","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (9, 2): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1, (15, 5): 1, (15, 6): 1, (17, 6): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",12,2,"{3: 1, 5: 1, 7: 2, 9: 1, 11: 3, 13: 1, 15: 2, 17: 1}","{0: 2, 2: 3, 3: 1, 4: 3, 5: 1, 6: 2}"
4183,"[-3, -1, 3, 1, -3, -3, -3, 2, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4184,"[3, 1, 1, 2, 3, -3, 3, 1, 2]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2,"{3: 1, 5: 1, 7: 1, 11: 2, 15: 1}","{0: 2, 2: 1, 3: 1, 4: 1, 5: 1}"
4185,"[2, 2, -3, -1, 3, -1, 2, -3, -2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
4186,"[-1, -2, -2, 3, -3, -2, -2, 1, 2]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1,"{-12: 1, -10: 2, -6: 1, -4: 1, -2: 1}","{-4: 2, -3: 1, -2: 1, 0: 2}"
4187,"[-2, -3, 3, 1, 3, 2, 2, -1, 2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
4188,"[1, 2, -1, -2, 3, -1, -3, -3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4189,"[-1, 1, -3, 1, 2, -3, 1, -1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4190,"[1, 1, 2, -1, -3, -3, -3, -3, 2]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 2, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, -1): 1, (-3, 0): 2, (-1, 0): 3, (-1, 1): 2, (3, 2): 2, (5, 4): 1, (7, 4): 1}","{(-7, -2): {2: 2}, (-5, -1): {2: 1}, (-3, 0): {2: 1}, (1, 2): {2: 2}}",20,6,"{-11: 1, -9: 3, -7: 1, -5: 3, -3: 3, -1: 5, 3: 2, 5: 1, 7: 1}","{-4: 2, -3: 2, -2: 3, -1: 2, 0: 5, 1: 2, 2: 2, 4: 2}"
4191,"[-3, 1, 1, 1, 1, -2, 3, 1, -2]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2,"{3: 1, 5: 1, 7: 1, 11: 2, 15: 1}","{0: 2, 2: 1, 3: 1, 4: 1, 5: 1}"
4192,"[2, 3, 2, 1, -3, -2, -2, -1, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4193,"[-1, -1, 3, -2, -1, 1, 2, 3, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
4194,"[-1, 1, -1, -2, 2, -3, 2, -3, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4195,"[3, 2, -3, -2, -1, -2, -3, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4196,"[1, -2, -1, 3, 2, 2, -1, -2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4197,"[-3, -3, -3, -2, 1, -1, -2, -3, 1]","{(-17, -6): 1, (-15, -6): 1, (-15, -5): 1, (-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -2): 1, (-7, -2): 2, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",12,2,"{-17: 1, -15: 2, -13: 1, -11: 3, -9: 1, -7: 2, -5: 1, -3: 1}","{-6: 2, -5: 1, -4: 3, -3: 1, -2: 3, 0: 2}"
4198,"[-1, -3, -1, -2, -1, -1, 1, -3, -3]","{(-17, -6): 1, (-15, -5): 1, (-13, -5): 1, (-11, -4): 1, (-11, -3): 2, (-7, -2): 2, (-5, 0): 1, (-3, 0): 1}","{(-15, -5): {2: 1}, (-13, -4): {2: 1}, (-9, -2): {2: 2}}",10,4,"{-17: 1, -15: 1, -13: 1, -11: 3, -7: 2, -5: 1, -3: 1}","{-6: 1, -5: 2, -4: 1, -3: 2, -2: 2, 0: 2}"
4199,"[3, 3, -2, 3, 2, 2, 2, 3, -3]","{(2, 0): 1, (4, 0): 1, (4, 1): 1, (6, 2): 2, (8, 2): 1, (10, 3): 2, (10, 4): 2, (12, 4): 1, (12, 5): 1, (14, 5): 1, (16, 6): 1}","{(6, 2): {2: 1}, (8, 3): {2: 2}, (12, 5): {2: 1}, (14, 6): {2: 1}}",14,5,"{2: 1, 4: 2, 6: 2, 8: 1, 10: 4, 12: 2, 14: 1, 16: 1}","{0: 2, 1: 1, 2: 3, 3: 2, 4: 3, 5: 2, 6: 1}"
4200,"[-2, -3, 3, -3, 1, -1, 3, -2, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4201,"[1, -1, 3, -2, 1, -2, -2, 3, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
4202,"[2, -3, -1, 3, -3, 2, -2, -2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4203,"[-3, -1, 1, -3, 3, -1, 3, 2, -2]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0,"{-3: 1, -1: 3, 1: 3, 3: 1}",{0: 8}
4204,"[1, -1, 2, -1, 1, -1, -3, 3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4205,"[-2, -1, -1, 1, 3, 1, -3, 3, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4206,"[1, -3, 2, -3, 2, -1, 1, -2, 2]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
4207,"[-3, -3, -3, 3, 2, 2, 2, 1, -2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
4208,"[-3, 3, -3, -2, -3, -2, -1, -3, -2]","{(-13, -4): 2, (-11, -4): 3, (-11, -3): 1, (-9, -4): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-9, -2): {2: 1}}",10,1,"{-13: 2, -11: 4, -9: 1, -7: 1, -5: 1, -3: 1}","{-4: 6, -3: 1, -2: 1, 0: 2}"
4209,"[-3, -1, -2, -1, -2, -2, -1, 3, 3]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2,"{-15: 1, -11: 2, -7: 1, -5: 1, -3: 1}","{-5: 1, -4: 1, -3: 1, -2: 1, 0: 2}"
4210,"[-1, 2, -2, 1, -3, 3, -1, 2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4211,"[2, -2, -3, -3, -1, -2, 1, 2, 1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4212,"[2, 3, -3, 2, -1, 3, 1, 2, 2]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2,"{1: 1, 3: 2, 5: 2, 7: 1, 9: 2, 11: 3, 13: 1}","{0: 4, 2: 2, 3: 2, 4: 4}"
4213,"[-2, -2, 2, 3, 1, 2, 3, 1, 1]","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (13, 5): 1}","{(5, 2): {2: 1}, (7, 3): {2: 1}, (11, 5): {2: 1}}",8,3,"{1: 1, 3: 2, 5: 1, 7: 1, 9: 2, 13: 1}","{0: 2, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1}"
4214,"[1, 2, -3, -2, -2, -1, 2, -2, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4215,"[-1, 1, -2, -2, 2, -1, -3, -1, -2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
4216,"[1, 2, 2, 3, -3, -3, 2, -1, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4217,"[-3, 1, 2, -3, -1, -3, -2, -1, -3]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
4218,"[1, 1, -2, -3, -2, 3, -1, 1, -2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
4219,"[-1, 3, 1, 1, -3, 1, 2, 1, -2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
4220,"[1, -2, 2, -3, 1, 1, -3, 3, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
4221,"[2, 2, -1, 1, 3, -1, -2, -2, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
4222,"[-3, -2, -1, 1, -3, -1, -3, -2, 1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4223,"[-1, -3, -2, 3, -1, -3, -3, -1, 2]","{(-13, -5): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 1}","{(-11, -4): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}}",8,3,"{-13: 1, -9: 2, -7: 1, -5: 1, -3: 2, -1: 1}","{-5: 1, -4: 1, -3: 1, -2: 2, -1: 1, 0: 2}"
4224,"[2, -1, 1, 1, -1, 2, -2, 3, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4225,"[-2, -1, -3, 2, 2, 3, 2, 1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4226,"[2, 1, -3, 1, -2, 1, -3, 2, 2]","{(1, 0): 2, (3, 0): 1, (3, 1): 1, (5, 1): 1, (5, 2): 2, (7, 2): 1, (7, 3): 1, (9, 3): 2, (9, 4): 1, (11, 4): 1, (11, 5): 1, (13, 5): 1, (15, 6): 1}","{(3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 2}, (9, 4): {2: 1}, (11, 5): {2: 1}, (13, 6): {2: 1}}",16,7,"{1: 2, 3: 2, 5: 3, 7: 2, 9: 3, 11: 2, 13: 1, 15: 1}","{0: 3, 1: 2, 2: 3, 3: 3, 4: 2, 5: 2, 6: 1}"
4227,"[-3, -2, 1, -2, 3, 1, -1, 2, 1]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
4228,"[2, -1, 1, -2, 3, 3, 2, 3, -1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4229,"[-3, 1, 3, -1, -2, -2, -3, -1, -1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
4230,"[3, 2, 2, -2, -1, -1, 2, 3, -1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 3, (1, 1): 1, (3, 1): 1, (3, 2): 2, (5, 2): 3, (5, 3): 1, (9, 4): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (7, 4): {2: 1}}",20,6,"{-7: 1, -5: 1, -3: 2, -1: 4, 1: 4, 3: 3, 5: 4, 9: 1}","{-3: 1, -2: 2, -1: 2, 0: 6, 1: 2, 2: 5, 3: 1, 4: 1}"
4231,"[3, 3, 3, -1, -1, 2, 1, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4232,"[2, -2, -2, 1, -2, 2, -3, -3, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4233,"[2, -1, 3, 2, 2, 2, -2, -1, 3]","{(-3, -2): 1, (1, -1): 1, (1, 0): 3, (3, 0): 3, (3, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 2, (9, 4): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 2}}",16,4,"{-3: 1, 1: 4, 3: 4, 5: 2, 7: 1, 9: 3, 11: 1}","{-2: 1, -1: 1, 0: 6, 1: 1, 2: 3, 3: 2, 4: 2}"
4234,"[-2, 3, -3, 2, 2, -3, 3, -3, -2]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0,"{-2: 1, 0: 2, 2: 1}",{0: 4}
4235,"[2, 3, 1, -3, 3, 3, 2, 1, 3]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2,"{3: 1, 5: 1, 7: 1, 11: 2, 15: 1}","{0: 2, 2: 1, 3: 1, 4: 1, 5: 1}"
4236,"[1, 3, 2, -3, -2, -1, 2, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4237,"[3, 2, -2, 1, 1, 2, 2, -2, -2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
4238,"[2, 2, 3, 3, -1, 1, -1, 2, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0,"{1: 1, 3: 1, 5: 2, 7: 2, 9: 1, 11: 1}","{0: 2, 2: 4, 4: 2}"
4239,"[-1, 3, -3, -1, -1, -1, 2, -2, -2]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1,"{-12: 1, -10: 2, -6: 1, -4: 1, -2: 1}","{-4: 2, -3: 1, -2: 1, 0: 2}"
4240,"[-1, 3, -3, -2, 1, 1, 1, -1, 2]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}"
